PARTNUMBER	ALTPARTNUMBER	STOCKONHAND
2447217	763189215510	0
2447613	301680126913	0
2448249	341383062002	0
2448769	310742004823	0
2449247	308690667382	0
24492478		0
2449569	705928001008	0
2449577	304303100116	0
2449635	705928002005	0
2452-M	048503245238	0
2452-S	1000000100	0
2452407	305740069301	0
2453-L	048503245351	0
2453-M	048503245337	0
2453-S	048503245320	0
2453819	047400196896	0
2454783	700596000001	0
2455061	310742000917	0
2456226	019045001149	0
2457174	037000385936	0
2458438	019045001729	0
2458651	019045053834	0
2459782	041333145105	0
2459U-L	048503245993	0
2459U-R	048503265984	0
246	1000000080	0
2460129	023601870209	0
2460244	311017235232	0
2460830	051131669949	0
2461010	051131669925	0
2461150	051131669932	0
2461200	023601875020	0
2462158		0
2462760	310119056110	0
2463628	023601873606	0
2466621	363824276632	0
2470045	302250620763	0
2472603	036000027006	0
2475	812122010535	0
2478303	746876000309	0
2480457	310119054215	0
2484285	381370044734	0
2484921	783154130174	0
2485043	07553747419	0
2485688	300239205154	0
2491918	312843393240	0
24919180		0
2497824	345802525550	0
2498731	022600407065	0
2498848	041333415017	0
2499564	381370046691	0
24995641		0
250		0
2503084	052800483163	0
2508562	381371010752	0
2509-M	048503250935	0
2509-S	048503250928	0
2509-XL	048503250966	0
2522340	312546637788	0
2524692	697366001002	0
2529790	354973752115	0
2530749	300055509245	0
253316	026664253316	0
2533222	008727000013	0
2538981	025715670546	0
253910	026664253910	0
254		0
2541803	043292562986	0
2542-2XL	048503254278	0
2542-L	048503254254	0
2542-XL	048503254261	0
2544-2XL	048503254476	0
2544-3XL	048503254483	0
2544-4XL	048503254490	0
2544-L	048503254452	0
2544-M	048503254438	0
2544-XL	048503254469	0
2546-3XL	048503254681	0
2546-M	048503254636	0
2546-XL	048503254667	0
2547966	383730525211	0
255024	693749255024	0
2551422	070066081206	0
2551596	018515617408	0
2553600	086449300031	0
2582435	300650356053	0
258596	766897258596	0
25903546		0
2590651	301875455088	0
2599397	841058005193	0
26	771733109086	0
260C	260-C	0
261C	261-C	0
262C	262-C	0
263001	879674001213	0
263002	879674001220	0
263003	879674001237	0
263BG-L	048503026356	0
263BG-M	048503026332	0
263BG-S	048503026325	0
263BL-L	048503226350	0
263BL-M	048503226336	0
263BL-S	048503226329	0
263C	263-C	0
263WH-L	048503426354	0
263WH-M	048503426330	0
264026	693749264026	0
264BG-L	048503026455	0
264BG-XL	048503026462	0
264BL-L	048503226459	0
264BL-M	048503226435	0
264BL-S	048503226428	0
264BL-XL	048503226466	0
264C	264-C	0
265BG-L	048503026554	0
265BG-M	048503026530	0
265BG-S	048503026523	0
265BL-L	048503226558	0
265BL-S	048503226527	0
265C	265-C	0
2665	042137266508	0
2666422661		0
267C	267-C	0
2689-L	048503268954	0
2689-M	048503268930	0
2689-S	048503268923	0
268C	268-C	0
269114	693465269114	0
2701100	312546623804	0
2701837	300450449054	0
2703999	070330707733	0
2711802	380041022002	0
2711943	794731011021	0
2714053	058790000328	0
2714194	380040087101	0
2714442	310742023930	0
2715	042137271502	0
2715290	043292401285	0
2716157	345334335047	0
2716371	080376015624	0
2716702	041840001062	0
2716827	305740302163	0
2717	042137271700	0
2728590	358790002286	0
2729309	732216300611	0
2729739	041100080226	0
2729770	037000003731	0
2735	042137273506	0
2737237	309043232929	0
2737674	309044215518	0
2741213	076855700594	0
2741726	303951931912	0
2742088	068305632357	0
2743029	047469008826	0
2743441	763189232807	0
2744027	681421021012	0
2744969	651080196000	0
2746576	032252177308	0
2747244	310119020036	0
2748952	022200324212	0
2748978	309973156005	0
27489789		0
2750347	301680012353	0
2753150	305730184328	0
2753234	363824175652	0
2753499	033200197249	0
2753515	300672105158	0
2756468	679090500020	0
2756831	052336331457	0
2757383	037000400905	0
2759611	311017252208	0
2759918	010119430209	0
2760726	070942302265	0
2761047	053100003037	0
2763399	082161201014	0
2764645	082161202028	0
2765071	300658040107	0
2765451	082161201045	0
2765691	082161201021	0
2765774	082161201007	0
2766533	310158083504	0
2766855	073010379084	0
2767085	073010278448	0
2767853	011017370819	0
2767986	073010478480	0
2768075	011017370802	0
2768174	073010479050	0
2770	042137277009	0
2777613	300230667043	0
2778546	306030894504	0
2782126	010961003835	0
27826700	LIPD	0
2786135	047469004651	0
2787919	043292558439	0
2790566	354973315815	0
27907566		0
2791465	011017322603	0
2791614	011017322610	0
2798338	381370092155	0
2799393	381371025176	0
2820	812122010603	0
28201		0
283110	693465283110	0
28508922		0
287571	639277287571	0
2886	048503288600	0
2902823	053100321186	0
29028238		0
2902948	010939713445	0
2903268	010939704443	0
2904829	381371161379	0
29401		0
29488-BF	04188719	0
2960	812122010658	0
2A	771733109079	0
300	PR0300	0
300014	790011300014	0
300318655108		0
300450192011		0
300450212429		0
300450481023		0
300450553201		0
300450642127	195-9287	0
300650416634		0
300654011057		0
300677916063		0
300677918067		0
300678136200		0
300678137207		0
301005	709616301005	0
301291	687735301291	0
301871365015		0
301872204016		0
302994910151		0
302995000042		0
302995001049		0
303783	639277303783	0
3050	812122010672	0
305213285009		0
305361017019		0
305361041052		0
305363605016		0
3054	079625030549	0
306033330214		0
306960011132		0
306960018131		0
306960032137		0
306960057130		0
306960060130		0
306960062134		0
306960072133		0
306960075035		0
306960075080		0
306960075110		0
306960075134		0
306960075219		0
306960075318		0
306960076131		0
306960083139		0
306960094616		0
306960108139		0
306960129134		0
306960138136		0
306960148135		0
306960149132		0
306960152132		0
306960154136		0
306960163138		0
306960166139		0
306960179139		0
306960180135		0
306960193135		0
306960195139		0
306960208136		0
306960209133		0
306960210139		0
306960221135		0
306960224136		0
306960227137		0
306960229506		0
306960255130		0
306960274131		0
306960276135		0
306960294139		0
306960298137		0
306960307136		0
306960333135		0
306960342137		0
306960348139		0
306960353133		0
306960363132		0
306960372134		0
306960376132		0
306960384137		0
306960390138		0
306960401131		0
306960403135		0
306960405139		0
306960406136		0
306960407133		0
306960408130		0
306960414131		0
306960430131		0
306960444138		0
306960449133		0
306960457138		0
306960483137		0
306960487135		0
306960511137		0
306960511540		0
306960513131		0
306960527138		0
306960565130		0
306960568131		0
306960569138		0
306960573135		0
306960587132		0
306960606130		0
306960606314		0
306960631132		0
306960641131		0
306960643135		0
306960646136		0
306960677130		0
306960684138		0
306960698135		0
306960701132		0
306960712138		0
306960713135		0
306960717133		0
306960720133		0
306960735137		0
306960766131		0
306960766315		0
306960819134		0
306960909132		0
306961017133		0
306961028139		0
306961105540		0
306962032555		0
306962033569		0
306962035594		0
306962040505		0
306962043568		0
306962046590		0
306962071479		0
306962193713		0
306962608606		0
306962609603		0
306962610609		0
306962611606		0
306962612603		0
306962614607		0
306962615604		0
306962747244		0
306962797249		0
306962800246		0
306962833244		0
306962844240		0
306962851248		0
306962878245		0
306969032152	CHES2	0
306969032169		0
306969033159		0
306969033166		0
306969044049		0
306969045084		0
306969047781		0
306969053423		0
306969054086		0
306969054093		0
306969058428		0
306969059043		0
306969062159		0
306969063163		0
306969078044		0
306969277713		0
306969281017		0
306969281512		0
306969314043		0
306969341049		0
306969710616		0
306969715987		0
306969998342		0
306969998519		0
307510	879674006140	0
308110	693465308110	0
309046627357		0
309971370229		0
309971370564		0
31	771733109093	0
310539000458		0
310539006122	DHEI17	0
310539006412		0
310539006443	PROT3	0
310539008973		0
310539013038		0
310539014042		0
310539017722		0
310539018293	B12S5	0
310539037249		0
310539037553		0
310539037560		0
310539037799	WOBE9	0
310539037805	WOBEN	0
3107	042137310706	0
310742011012		0
312350123507		0
312547171571	2023414	0
312547425919		0
316BL-L	048503231651	0
316BL-M	048503231637	0
316BL-S	048503231620	0
3179	042137317903	0
3204492	300742841009	0
3211125	305215163282	0
3217072	092437813063	0
3218518	015594010229	0
3219185	351672208028	0
3219573	080878040315	0
3219979	381519031670	0
3222098	305361018016	0
3223039	073621006416	0
3223294	033200411017	0
3225018	303950201160	0
3226909	005361009013	0
3229499	300230506502	0
3233665	345802732309	0
3235157	070501013502	0
3236395	310310339401	0
3241544	038056000538	0
324208465707		0
324208735107		0
3242302	072140119478	0
3242336	072140119591	0
3244506	310742053241	0
3244662	686169020051	0
3244894		0
3245073	070501092408	0
32462616		0
3246303	353100200208	0
32463033		0
3247954	302450019107	0
3249620	304720735564	0
325108	883196325108	0
3261989	035000503022	0
3265220	309040520609	0
3265766	305732620190	0
3265931	036000555035	0
3266111	309042051590	0
3267481	345334310082	0
3268471	041608001273	0
3269651	010939224446	0
3273877	309043197600	0
3275476	051131185982	0
3275682	094841610115	0
3276052	067990500569	0
32772258		0
3277340	023601007568	0
3278934	079573009161	0
32789348		0
3284817	038485000260	0
3289188	010939727442	0
3293297	300672000910	0
3294063	046985016612	0
3295086	735379310008	0
33360	751063333603	0
34047	042137340703	0
3407293	305740608111	0
340809	751063340809	0
3418951	067618107606	0
3423324	381371163601	0
3423977	077043103609	0
34301		0
34307175		0
3431277	051131566514	0
3431459	345802033857	0
3437548		0
3446333	350289325012	0
3447919		0
345334356042		0
347729016043		0
34826843		0
34979631		0
350520008025		0
350520771103		0
3506896	305361087944	0
351285942883		0
3513371	010181040009	0
3513439	010181043505	0
351579		0
351672212018		0
3516820	041167003930	0
351953610342		0
3520004		0
3537875	311017110010	0
35489894		0
354973316218		0
354973325715		0
354973326613		0
3556	042137355608	0
356163292487		0
356163302155		0
356163302254		0
357664070017		0
357896451011		0
3579869		0
359316116203		0
3594017	041388097015	0
3594389	025715950525	0
359800723214		0
359800800250	VCEPSC	0
36	771733110136	0
3602166	053076103267	0
3602570	827444000256	0
361939	076314361939	0
3636610	023185142013	0
363736110277	35854456	0
363923100302		0
3640117	300960724160	0
3647328	041100086471	0
3647872	011017569886	0
3647880	011017569954	0
3650686		0
3653847	303952243915	0
3657020	345802050038	0
3657426	017000251738	0
366036	301871366036	0
3663549	079573011034	0
3665510	080376010759	0
3683737	038056000811	0
3683745	300650418300	0
3684008	038056000828	0
3686243	311017104507	0
3693041	345334300045	0
3700217352073		0
3700217370220		0
3700217370374	JD-FMR	0
3700217370404		0
3700217370541		0
3700217381257		0
3700217385200	JDCIR	0
3700217385224	J08522	0
3700217385286		0
3700217385309		0
3717527	897640002187	0
3718020	041167400029	0
3718749	300960729080	0
3721982	760569064041	0
3725	812122010788	0
3746450	025715696096	0
375		0
3755		0
37966-01	04113812	0
380041416009		0
381370013822		0
381371157198		0
381371158034	1158034	0
381371166626		0
382250051033	130-6380	0
382250051057	130-6349	0
382250055826	211-8982	0
382250055833	211-8990	0
382250055857	211-9113	0
382250062824	177-5634	0
382250062831	177-5600	0
382250062855	177-5618	0
382250063838	229-6895	0
382250065832	112-7612	0
382250068154	131-6447	0
382902075165		0
383960543634		0
384240	644911384240	0
38425	644911384257	0
384271	644911384271	0
384288	644911384288	0
384349	644911384349	0
384703540019		0
387030001604	188-3842	0
388		0
39	771733110235	0
3910	042137391002	0
3912	042137391200	0
39150	751063391504	0
39503039	OLDPARTNUMBER	0
3976040	301320185829	0
3980	042137398001	0
3982	042137398209	0
4-28		0
4-41		0
4-45		0
4-58		0
4-61		0
4-66		0
4-67		0
4-72		0
4-75		0
40	771733110174	0
400		0
4001638098809	098809	0
40060	065367400603	0
4008233020310		0
4008233022017		0
4008233032603		0
4008233034195		0
4008233046150		0
4008233077970		0
4008233077994		0
4008233078496		0
4008233088624		0
4008233101286		0
4008233104997		0
4008233105901		0
4009	03444009	0
401408	051494401408	0
404026	693749404026	0
4042809042191		0
41006	051494410066	0
4101	042137410109	0
4102	042137410208	0
41020	03424102	0
4110	042137411007	0
4150	812122010887	0
42	771733110198	0
4200	812122010894	0
42501		0
42601		0
4292	042137429200	0
4301	042137430107	0
43020	042137430206	0
43040	042137430404	0
4307	042137430701	0
4308	042137430800	0
433707	022653433707	0
4350512B	4350512	0
4351	042137435102	0
4400	812122010948	0
44078	737491440786	0
44226	737491442261	0
44241	737491442414	0
44262	737491442629	0
44294	737491442940	0
44376	737491443763	0
4446	749190044462	0
4462	749190044622	0
4468	749190044684	0
44901		0
450811	8718182450811	0
450828	8718182450828	0
450835	8718182450835	0
450842	8718182450842	0
450859	8718182450859	0
450866	8718182450866	0
4552	749190045520	0
4553	749190045537	0
45801		0
45842	072140458423	0
4588	749190045889	0
4589		0
4596	749190045964	0
46001		0
46164	051131200746	0
46201		0
4635	812122011020	0
46401		0
4645	749190046459	0
4649	749190046497	0
47	771733110327	0
47001		0
4720		0
4775	812122011051	0
4798		0
481604	042137481604	0
4825	812122011068	0
4840412A	NUT58	0
4850	042137485008	0
4861	042137486104	0
4901	042137490101	0
4904	042137490408	0
4905	042137490507	0
4906	042137490606	0
4A	771733100281	0
4B	771733109260	0
500018	693749500018	0
500020	899664000835	0
500021	879674000025	0
5001		0
500100	891475001001	0
500110	891475001100	0
5002		0
50023814	00978	0
50046520		0
50050304		0
50055429		0
5007		0
50074269	NUT17	0
50074494	AB2	0
50085374	PUC1	0
50107865		0
50112015		0
502029	693749502029	0
503099	716963503099	0
5068		0
51	771733109284	0
5102	042137510205	0
51035	737491510359	0
51160	042137511608	0
5118	042137511806	0
5125	812122011143	0
516026	693749516026	0
516863	644911516863	0
51698	644911516986	0
519027	693749519027	0
5195	042137519505	0
52	771733110129	0
52001		0
520023	693749520023	0
5207	042137520709	0
521500	382255215003	0
523117	693465523117	0
5249		0
5256		0
5260		0
5275	812122011198	0
53-1500	719869559283	0
53-2000	719869559290	0
53-2024	719869559306	0
53-2026	719869559320	0
53-2027	719869559337	0
53-3505	719869559351	0
53-3507	719869559375	0
53-4024	719869559382	0
53-4025	719869559399	0
53-4026	719869559405	0
53-4254	719869559429	0
53-4256	719869559443	0
53-4257	719869559450	0
53-5374	719869559467	0
53-5375	719869559474	0
53-5376	719869559481	0
53-5377	719869559498	0
53-7024	719869559504	0
53-7025	719869559511	0
53-7026	719869559528	0
53-7027	719869559535	0
53-9024	719869559542	0
53-9025	719869559559	0
53-9026	719869559566	0
53-9027	719869559573	0
53201		0
532119	693465532119	0
53301		0
540038	693749540038	0
540447	010939540447	0
5450		0
5460616		0
54700	713947547001	0
550833	716963550833	0
551229	716963551229	0
5590	812122011273	0
560012	790011560012	0
560029	790011560029	0
5625	812122011310	0
57	771733109314	0
577840	768990577840	0
5783		0
578847	768990578847	0
59	771733109321	0
5900	812122011365	0
5975	812122011372	0
5C	771733110457	0
5HTP4	018647081023	0
5HTP5	1000000000	0
60	771733110341	0
60003	737491600036	0
6004	042137600401	0
6006	042137600609	0
60223	713757602235	0
602359037005		0
602652170089		0
602652170119		0
603084275991		0
603531510019		0
603531510101		0
605168543606		0
605168546201		0
606746111354		0
606746111378		0
606746111439		0
606746111453		0
606746111484		0
606746111835		0
606746111839	G704A-1	0
606746111859		0
606746211412		0
606746211771		0
606746211795		0
606746311266		0
606746311280	D1004	0
6080	812122011402	0
608059	693749608059	0
608503010030		0
608503023337		0
609492230034		0
609492710208	CHRYS	0
609492810069		0
609613693793		0
610014	693749610014	0
612615023253	1502	0
612615023260	1503	0
612615035621		0
612615038851	CD123-A	0
612615040243		0
612615046399	MG09-A	0
612615048225	GG03	0
612615052574	052574	0
612615054127	MN17-A	0
612615056152	BA23MR	0
612615056213	HH34-A	0
612615056473	HH35-A	0
612615057135		0
612615057722	05772	0
612615064348	064348	0
612615064355	064355	0
612615066021	066021	0
612615066816		0
612615068100		0
612615068148	068148	0
612615068582		0
612615068612		0
612615069039	06903	0
612615069350	069350	0
612615069725	069725	0
612615071056		0
612615071193	071193	0
612615071261	071261	0
612615071407		0
612615071612	071612	0
612615072398		0
612615073944		0
612615075740	US97-BK	0
612615078000		0
612615088078		0
614801200608	GERATHERM	0
617018643534		0
617018643589		0
617018646153		0
617018646191		0
617018646207		0
617018648355		0
617018648362		0
61801	693749618010	0
618029790439		0
618192063118		0
624357701306		0
6275	812122011464	0
628465003512		0
628949018056	9018056	0
628949026334		0
628949028161		0
628949048008		0
628949048084		0
628949050063		0
628949051671		0
628949051725		0
628949063025		0
628949093411		0
628949093657		0
628949101499		0
628949116028		0
628949116103		0
628949135050		0
628949140511		0
628949151036		0
628949151326		0
628949151364		0
628949151616		0
628949155270		0
628949155775		0
628949156994		0
628949157021		0
628949162636		0
630		0
634084296037		0
634084331707		0
634084473001		0
634408123902		0
634782063252		0
636581108073		0
636581138636		0
636581140172		0
636581143357		0
636581500518		0
636581500532		0
642632410019		0
643633	617018643633	0
643640	617018643640	0
643657	617018643657	0
643848	617018643848	0
648575219030		0
65	771733110372	0
654		0
657		0
658010118453	G11845	0
661371091143		0
661371098135		0
661371196077		0
661371196176		0
661371196305		0
661371196312		0
661371196350		0
661371277899		0
661371295978		0
661371306308		0
661371306865		0
661371307466		0
661371309484		0
661371309743		0
661371316949		0
661371316987		0
661371317144		0
661371468020		0
661371491462		0
662013	693749662013	0
666		0
666183000031		0
666183000048		0
666183000093		0
666183000123		0
666183000130		0
666183000147		0
666183000161		0
666183000215		0
666183000246		0
666183000345		0
666183000406		0
666183000420		0
666183000468		0
666183000635		0
666183010016		0
666183611022		0
667		0
67	771733110396	0
673125141325		0
674414	025715674414	0
679090800144		0
680060	367703680060	0
681818845		0
683		0
683268100301		0
685		0
687735301017		0
687735301109		0
687735301123		0
687735301130		0
687735301161		0
687735301185		0
687735301192		0
687735301208		0
687735301253		0
687735301260		0
687735301277		0
687735301314		0
687735301338		0
687735301383		0
687735301659		0
687735301727		0
687735622037		0
687735623041		0
687735624017		0
687735624024		0
687735624048		0
687735624055		0
687735717061		0
687735717092		0
687735717108		0
687735717115		0
687735717122		0
687735717139		0
687735717146		0
687735717160		0
687735717177		0
687735717214		0
687735717238		0
687735717276		0
687735717290		0
687735717320		0
687735717412		0
687735717986		0
687735945044		0
687735945242		0
687735945389		0
687735945433		0
689196017841		0
689196047848		0
689196121111	121111	0
689196153136	ASPOM	0
689196154362	DEPRECATED	0
689196258947		0
689196335334		0
689196347894		0
689196411915	411915	0
689196426711		0
689196503061		0
689196503399	5063399	0
689196503474	503474	0
689196504037		0
689196504112	504112	0
689196504129	504129	0
689196504136	504136	0
689196504143	504143	0
689196504181		0
689196504235		0
689196504266	504266	0
689196504273	50427	0
689196504280	504280	0
689196504297	504297	0
689196504334		0
689196504426		0
689196504440		0
689196504488		0
689196504525		0
689196504662		0
689196504723		0
689196504914		0
689196505065		0
689196505102		0
689196505157		0
689196505720		0
689196505782		0
689196505805		0
689196505881		0
689196505898		0
689196505928		0
689196505980		0
689196505997		0
689196506253		0
689196506277		0
689196506581		0
689196511349		0
689196512261		0
689196512520		0
689196513930		0
689196514142		0
689196571121		0
689196587672	587672	0
689196591006		0
689196591914	591914	0
689196599002		0
689196700118		0
689196779770		0
689196811104	811104	0
689196855559	855559	0
689196900013		0
689196913457		0
689196994302		0
691		0
691195001134		0
6925497204431		0
6926801240190		0
6930	812122011594	0
693465105214		0
693465205211		0
693465241219		0
693465281116		0
693465301111		0
693465309117		0
693465419113		0
693465428115		0
6935482094817		0
693749004790		0
693749004851		0
693749006305		0
693749006503		0
693749099406		0
693749114024		0
693749116028		0
693749143017	E143	0
693749148012		0
693749158011		0
693749225010	M225	0
693749508014		0
693749605010		0
693749731023		0
693749734024	SF734	0
693749766025	SF766	0
693749787037		0
693749789017		0
693749792017		0
693749802020		0
693749822042	SG822	0
6950	812122011600	0
696859034893		0
696859034954		0
7-50		0
7-62		0
700596000148		0
700596000629		0
700596000636		0
700596000643		0
700596000711		0
700596000971		0
700596000995		0
700596001015		0
700596001039		0
700596700017		0
700596700024		0
700596700031		0
701693	792554701693	0
701921	792554701921	0
704309140015		0
704309140022		0
704309140046		0
704309260010		0
704309260027		0
704309540020		0
704619	713947704619	0
70470	713947704701	0
705105104805		0
705105106908		0
705105756004		0
705105756202		0
705105756301		0
705105756608		0
705105756806		0
705928003040		0
705928110014	321-4236	0
70656	871791706569	0
707359103719		0
707359104976		0
707359121973		0
707359128118	DMANU	0
707359129542		0
707359130463		0
708118011252		0
708118012419	CO109	0
708118013027		0
708429030102		0
708429902508	902508	0
709015	693749709015	0
709340002247		0
709616012475		0
709616060018		0
709616084021		0
709616827109		0
711299431948		0
711299631966		0
711299800065		0
7119	04117119	0
713757173124	CPWO1-001	0
713757601337	CPWY2-001	0
713757602334		0
713757602433		0
713947703209	MAGN6	0
713947748705	748705	0
714415010010		0
715789244001		0
716237130082	130082	0
716237180407	180407	0
716237180469	180469	0
716237180513		0
716237180971		0
716237180988		0
716237181053		0
716237182012	G82012	0
716237182791	G82791	0
716237182821	G82821	0
716237182982	182982	0
716237183491		0
716237183507		0
716237183637		0
716237183699		0
716237183798	183798	0
716237183835		0
716237183842		0
716237183965	183965	0
716237184009		0
716237184016		0
716237184023		0
716237184825		0
716237184832		0
716237184856		0
716237184870		0
716237184894		0
716237184917		0
717113	792554717113	0
717226184482		0
717226184499		0
717226208829		0
717808030121	118-9711	0
719869538516		0
720817010145		0
720817010220		0
720817072044		0
722252100900		0
722252101204		0
722252101303		0
722252194138		0
722252194145		0
722252194152		0
724032	693749724032	0
724742003388		0
724742003425		0
724742003456		0
724742003814		0
724742003890		0
724742003906		0
724742003937		0
724742003951		0
724742007973		0
724742007980		0
724742007997		0
724742008277		0
724742008437		0
725607006605		0
728028076707		0
728028076714		0
728028076745		0
728028076752		0
728028076783		0
728028269116		0
728028269130		0
728028269154		0
728177001858		0
728177010003		0
728177010133		0
728177010140		0
728177010164		0
728177010263		0
728177010416		0
728177010454		0
728177010508		0
728177010553		0
728177099992		0
729609019878	019878	0
731124110015	BIOFT	0
731124110213	110213	0
731124120014	120014	0
7332551065690	215-3666	0
7332551065706	26002	0
733739000835	N0083	0
733739000903		0
733739002150		0
733739030306		0
733739030375	N3037	0
733739030450		0
733739032614		0
733739032973	N3297	0
733739033178		0
733739040121		0
733739046390		0
733739046604	N4660	0
733739047281		0
733739076670		0
733739076953		0
733739080929		0
733739080950		0
733739080967		0
735918012950		0
737491026065		0
737491026102		0
737491026362		0
737491139291		0
737491139321		0
737491139338		0
737491304088		0
737491441035		0
737491441271		0
737491442469		0
737491442520		0
737491443688		0
737491444173		0
737491445033		0
737491445125		0
737491445132		0
737491445231		0
737491510243		0
737491600173		0
737491737312		0
739423110484		0
739423550488		0
74	771733110464	0
740007	035000740007	0
741273000594		0
741273001003		0
741273001027		0
741273001041		0
741273002000		0
741273003922		0
741273005001		0
741273013952		0
741273013976		0
741273014089		0
741273014492		0
741273014515		0
741273014577		0
741273014744		0
741273015000		0
741273015048		0
741273015284		0
741273015314		0
741273015420		0
741273016021		0
741273204213		0
741273204312		0
741273204510		0
741273204619		0
741273204718		0
741273204817		0
741273204916		0
741273205012		0
741273205210		0
741273205319		0
741273205418		0
741273205517		0
741273205715		0
741273205814		0
741273205913		0
741273206019		0
741273206118		0
741273206316		0
741273206415		0
741273206613		0
741273206712		0
741273206811		0
741273207115		0
741273207214		0
741273207313		0
741273207412		0
741273207511		0
741273207719		0
741273207818		0
742029	693749742029	0
745287010051		0
745287200513		0
745287200520		0
747906	713947747906	0
748840001046		0
748840001060	FIBER	0
748840002692		0
748840004405	PHY36	0
748840045149		0
748840045378	GICAP	0
749190021234	021234	0
749190027144	CM2714	0
749190035422		0
749190044608		0
749190045506	749190045896	0
749190045636		0
749190045643		0
749190045834		0
749190045841		0
749190045858		0
749190045940		0
749190046398		0
749190046503		0
749190046596		0
749190046657		0
749190046978		0
749190047005		0
749190047203		0
749190047227		0
749190047395		0
749190047579		0
749190047609		0
749190047982		0
749190048071		0
749190048101	4810A	0
749190048125	4812	0
749190048156	4815	0
749190048187	4818A	0
749190048217	4821	0
749190048231		0
749190048477		0
749190048606		0
749190048637		0
749190049139		0
749190049160		0
749190049504		0
749190049528		0
749190049535		0
749190049542		0
749190049559		0
749190049566		0
749190049573		0
749190049580		0
749190049597		0
749190049603		0
749190049610		0
749190049627		0
749190049634		0
749190049696		0
749190050197		0
749190050265		0
749190050319		0
749190050340		0
749190050357		0
749190050364		0
749190050371		0
749190050388		0
749190050401		0
749190050418		0
749190050425		0
749190050531		0
749190050548		0
749190050579		0
749190050661		0
749190050685		0
749190050937		0
749190050944		0
749190050951		0
749190050968		0
749190051613		0
749190051941		0
749190051989		0
749190052009		0
749190052115		0
749190052214		0
749190052481		0
749190052498		0
749190052542		0
749190052566		0
749190052580		0
749190052597		0
749190052603		0
749190052610		0
749190052658		0
749190052665		0
749190052672		0
749190052689		0
749190052696		0
749190052702		0
749190052818		0
749190052849		0
749190052856		0
749190052863		0
749190052870		0
749190053198		0
749190053211		0
749190053228		0
749190053235		0
749190053273		0
749190053310		0
749190053389		0
749190053426		0
749190053679		0
749190053716		0
749190053730		0
749190057554		0
749190057578		0
749190057608		0
749190057615		0
749190057639		0
749190057646		0
749190057837		0
749190057875		0
749190058407		0
749190059039		0
749190060400		0
749190060554		0
749190061315		0
749190061377		0
749190062633		0
749190063562		0
749985004633		0
75003	693749750031	0
751063333610		0
751063380300	380300	0
751063800013		0
7520	812122011716	0
75380	713947753808	0
755571011015		0
755571013057		0
755571016164		0
755571018175	HEMA8	0
755571023278	METG1	0
755571031143		0
755571031181		0
755571910073|0		0
755571910080	ADRES180	0
755571910103		0
755571910233		0
755571910264	FOLA120	0
755571911957		0
755571912596		0
755571913555		0
755571915610		0
755571916242	UCPPB1	0
755571916334	KAPRA	0
755571918154		0
755571928139	UXM	0
755571928993		0
755571929556		0
755571929563		0
755571929587		0
755571934116		0
755571941763		0
755571947390		0
75802	693749758020	0
758524446872	446872	0
758524446957	446957	0
758524447374	447374	0
758524447466	447466	0
758524447473	447473	0
758524447480	447480	0
758524447497	447497	0
758524447848	447848	0
76566	639277765666	0
765673	639277765673	0
765702	713947765702	0
76581	382250045025	0
76582	051131201026	0
76583	051131201033	0
76586	382250044028	0
76588	051131201002	0
766298000244		0
766298000268		0
766298000367		0
766298000411		0
766298000428		0
766298000459		0
766298000510		0
766298000534	CP2	0
766298000541		0
766298000923		0
766298000930	ECA18	0
766298000954		0
766298000985		0
766298001005		0
766298001166	FOS3	0
766298001371		0
766298001388		0
766298001494		0
766298001593	IRO13	0
766298001623		0
766298001777	MEL25	0
766298001838	PHY46	0
766298001890		0
766298002392		0
766298002422		0
766298002637		0
766298002644		0
766298002866	TOCO4	0
766298003139	HYPE6	0
766298003375		0
766298003405		0
766298003498		0
766298003641		0
766298003702		0
766298003788		0
766298004389		0
766298004464		0
766298004495		0
766298004518		0
766298004532		0
766298005409	PP6	0
766298005669		0
766298006123	ASH13	0
766298006154		0
766298006208		0
766298006802		0
766298008127	ME21	0
766298008165	VD51	0
766298008172		0
766298008219		0
766298008301		0
766298008684		0
766298009384		0
766298009469	TS1	0
766298009629		0
766298009780	DIG34	0
766298010359	NUTR58	0
766298010441	010441	0
766298010663	DAI40	0
766298010694	VDL22	0
766298011257	LI1	0
766298011264	LI9	0
766298011967		0
766298012117		0
766298012162		0
766298012186		0
766298012599	BL599	0
766298012711		0
766298012872	BCL1	0
766298013206		0
766298013336	VAC1	0
766298013480	VD12	0
766298013510	MCU1	0
766298014548		0
766298015316		0
766298015675		0
766298015699		0
766298015910		0
766298016443		0
766298016948		0
766298017129		0
766298017341		0
766298017587		0
766298107998		0
766298114996		0
766989000133		0
76702	693749767022	0
768990016059		0
768990030918		0
768990031014		0
768990031830		0
768990040924		0
768990070617	PROEP	0
768990121302		0
768990121609		0
768990121708		0
768990122002		0
768990301407		0
768990301506		0
768990500893		0
768990500954		0
768990547843	ARCT6	0
768990547867	ARCT9	0
768990587825		0
768990587849		0
769026	693749769026	0
77	771733110501	0
770934002257		0
770934002264		0
770934002356		0
770934009010		0
771733109222	#29	0
771733109338		0
771733110358		0
773023	693749773023	0
780021	693749780021	0
780053000188		0
780053001413	5306	0
780053001666		0
780053002021		0
780053003158		0
7830	812122011792	0
787500035229		0
